product_id,product_title,rating,summary,review,location,upvotes,downvotes,clean_date,helpfulness,sentiment,review_length
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Simply awesome,"Quality Is Good And Sound Is Awesome But Sometimes It Won't Work I Don't Know Why For Example When I Connect This Earphone To My Phone And If I Pause Everything Like Music,Video For Minimum 15 Minutes Then It Won't Work Again We Have To Connect It Then After  Only It Will Work",Bengaluru,0,0,00:06:20.100000,0,positive,53
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Awesome,Accept bass all ok... Main thing is battry backup which is excellent and the magnetic control it's very unique. If u r a bass lover don't buy it. And if u like well balanced sound go for it.,Indore,0,0,00:06:20.100000,0,positive,38
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Good quality product,"Its the best in this price range. Bass from this headset is just average,  could have been better. Connectivity and built is excellent with good battery life. Go for it.",Bilara,0,0,00:06:20.100000,0,positive,30
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Does the job,"Not good for PUBG gaming, I bought this for gaming but this is 1 second delay(1000ms). Not recommend for gaming at all. Otherwise sounds quality is good",Adra,0,0,00:06:20.100000,0,positive,27
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Nice,It's not good as I expected but if you have no more options then you can buy it It's has no comfort in ear size of neckband is small Realme is not too good in all it's products I think they should work hard on products quality Over all ok not too good,Patna,0,0,00:06:20.100000,0,negative,53
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Excellent,"Wow just one word for this earphone wow i love its sound quality design, built quality and lastly battery life offcourse man this this work like champ.. thanks to Realme for such a nice product at such a affordable price..",Kolkata,0,0,00:06:20.100000,0,positive,40
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Really Nice,"Good quality products ! Sound is awesome , U can go for it . Best in this price segment.",North Barrackpur,0,0,00:06:20.100000,0,positive,19
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Worth every penny,"Pleased with the built , rubber is made of good quality material, earbuds and battery compartment have metallic finish , magnet is super effective , and bass is of premium quality, calling quality is very clear and translucent.",Prayagraj,0,0,00:06:20.100000,0,positive,38
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Just okay,"Good Bluetooth in budget im using this since 10 days But receiver(mic) is not good while playing pubg and it is good in calling,music & movies and bass and volume is good and noise cancellation is not up to the mark when compared to apple lighting connector,battery back is so so good its been coming 1-1/2days with single charge i like itOverall good product,money worth",Mumbai,0,0,00:06:20.100000,0,positive,65
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Highly recommended,Sound quality is good .... If you want balance sound then this is not for you.... Only bass lover....Bluetooth range is excellent and for pubg there is little microsecond delay When you wear ... Yellow wire look like golden chain.,New Delhi,0,0,00:06:20.100000,0,positive,40
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Brilliant,The best Headset at this price point Build quality is so good 5/5 for the battery back up 2 hrs charge can give u more than 12 hrs backup The sound quality is also good But 3/5 for the bass Over all its the worth for money Love realmeâ¤ï¸,Allahabad,0,0,00:06:20.100000,0,positive,49
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Perfect product!,"Value for money. When I bought it , I wanted something like a sony product But I could not find a reliable review at a price below 5000. Then I took a risk so as to say at that time. But it appears that it was worth the risk. So far so good. Will ret back to you if I have a different opinion little later.1. Sound quality good2. Easy operations.3. Good blue tooth range. But, ear buds are little misfit for the ear. It tends to come out while running. The comfort of a snugly fitting ear p...",Chennai,0,0,00:06:20.100000,0,positive,99
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Super!,U know I'll tell y  i liked this product bcz ..u don't need to press the button and all like other brands.. there is a magnetic on buds if u just bring close each other it's off State.. if u remove it back thn ita on state.. it just need a sec to connect ..i had used other barnd too it needs time to connect and we have to hold the button long time ...in this product it's not like that... Just fabulous product ðŸ‘Œâ¤ï¸,Udgir,0,0,00:06:20.100000,0,positive,85
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Very Good,The buds and it's sound clarity is Awesome but the bass was not too good. The build quality is Super Fabulous and the magnetic feature. Just go for it.,Gudur,0,0,00:06:20.100000,0,positive,29
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Highly recommended,Very Beautiful product I love it sound is very clear love it thanks Flipkart for fast delivery,Ranchi,0,0,00:06:20.100000,0,positive,17
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Worth the money,"It has a stylish looks and great design. Audio quality is very good and bass is good enough but the battery back is really great, on a 50-60% volume it last for around 10.5 hours and this 10.5h was not continuously played it was calculated in 3 days(playing now and then).Overall its worth the money.",Secunderabad,0,0,00:06:20.100000,0,positive,55
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Super!,Really good device new but trust worthy. Good sound quality for reasonable price.,Eluru,0,0,00:06:20.100000,0,positive,13
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Very Good,"Review after using it more than 6 months,1. Sound quality is as expected.2. Design and quality of material they have used for build buds and rubber material which completely fits in your ears easily.3. Battery backup is most important things in this kind of headset and realme buds is on excellent level of battery backup.4. I am more attracted by its magnetic functionality and it is working as more expected way such as connection create with phone and suddenly disconnected from phone.",Dhaulpur,0,0,00:06:20.100000,0,positive,82
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific purchase,"Seriously guys there has been only pro's....1)sound quality r too good with deep bass.2) built quality and tough metireal has been used.3) Awesome battery life with last long.4) One n off feature r too good, without any hesitation",Rishikesh,0,0,00:06:20.100000,0,positive,38
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Wonderful,Reviewing after a week of usage It has a wonderful bass and rich highs. Audio quality is superb in every aspect. Fast 6 seconds zero touch pairing.*If you want to operate 1 or more devices with this without any hassle spend â‚¹200 more and buy a ONEPLUS BULLETS WIRELESS Z*Definitely not for *PUBG* playersBest thing that they are tuned by ALAN WALKER so if you are an EDM fan just go for it,Kanpur Nagar District,0,0,00:06:20.100000,0,positive,73
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,Really awesome earphones. Sound quality is so great that I can compare it with my Apple wired earphones. I usually ride bike and two wheeler so I wanted an earphones by which I can make and receive calls on two wheelers easily and without any disturbance. These buds allows crystal clear sound during calls. They are easy to use and very handy. Thank you realme for this awesome product.,Howrah,0,0,00:06:20.100000,0,positive,69
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Brilliant,Product is Verry Good Sound Quality Is verry good Bass Its Good But Not extraordinary,Siliguri,0,0,00:06:20.100000,0,positive,15
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Worth every penny,It's really good but one more thing that sound quality means in music on base its little bit low...All over it's good better than level u,Ernakulam District,0,0,00:06:20.100000,0,positive,26
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Does the job,"Great for the price but better alternative available at same price, for ex OnePlus Wireless Z. Its not bad, its just not better.",Bengaluru,0,0,00:06:20.100000,0,positive,23
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Fabulous!,Writing this review after 6months of daily usage.Pros:1. Good Battery life2. Very good Bluetooth range3. Call quality is good4. Build quality is very good5. Sound quality is good if u like normal baseCons:1. Buttons is not properly places. 2. Single colour available. (Only yellow),New Delhi,0,1,00:06:20.100000,-1,positive,44
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Really Nice,1st day review feedback :- flipkart is very fast delivery.- sound quality is good specially in music but little low in calls- battery backup is excellent so far- charging is also so far good.Thanks.,Bengaluru,0,1,00:06:20.100000,-1,positive,34
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Fair,Call quality is not as good as expected. It has just been a few days since i bought this one and their is some unwanted noise from right bud while calling . Bass is good and battery back up is nice as well.,Domjur,0,0,00:06:20.100000,0,positive,43
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Worth the money,Pro:1.Battery back up is awsome2.Bass is good3.Looks trendy and good design4.Smart connectCons:1.Sound is a liitle unpleasant when listening at higher volume bt at below 75 percent its ok. 2.Auto on/off/connect feature is good bt sometimes sound plays on phone insted of headset after autoconnect.Overall good headset to have,Mumbai,0,0,00:06:20.100000,0,positive,48
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Does the job,I'm writing this after 1 month of use. 1. Quality of material is good. 2. Bass is good only at high volumes. At low volume there is no bass. 3. It fells very heavy in ear because of the heavy magnets in earpiece. 4.Charging time is 1:30 hours. It lasts upto 12 hours at 50-60% volume5. Connectivity is excellent due to 5.0 Bluetooth version. But use it with mobile that has a 5.0 Bluetooth version.6. Overall i wanna give 3 out of 5. IF U NEED A EARPHONE FOR LONG USE DON'T BUY IT AT ALL GO...,New Delhi,0,0,00:06:20.100000,0,positive,97
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Nice product,In this price range it is one the best that you can buy. I blindly trust this brand. Battery backup is just awesome and great sound quality too. Built quality also just too good,Nabadwip,0,0,00:06:20.100000,0,positive,34
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Worth every penny,"Bass is pretty good but little compromised thump is here but in this size & in overall package I couldn't expect more.Highs & mids are controlled very well not piercing.Conclusion - it is one of the best neckband in all aspects. Buy it, compare it & you will definitely love it.",Thane,0,0,00:06:20.100000,0,positive,51
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Super!,Best product... Sound quality is very good bass is also good I love this product,Bidhan Nagar,0,0,00:06:20.100000,0,positive,15
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,"This is super.Very good sound Very good baddBattery backup is good , almost 7 hrs.Comfortable for ear.Only noise cancelling is missing.Overall good product. And automatically on off system is extra ðŸ˜I am very happy.",Siwan District,0,0,00:06:20.100000,0,positive,34
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Highly recommended,"Product review-1)Sound- Being a general listener sound was very very good. (4/5)2)Bass-.  Bass is its main highlight. And it's true , bass is at another level in this earphone. Bass lover gonna love it hard. (5/5)3) Build- one word ""Excellent"". Good and flexible. Premium look. Very satisfying build quality. (5/5)4) Connectivity- no issues at all. (5/5)Overall best earphone not only under this price range but as par with some of the best earphone in the Market.Being a general consu...",Bhusawal,0,0,00:06:20.100000,0,positive,79
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Super!,"Well balanced frequencies (Bass, Mid, Treble). Bass is slightly boosted but still stands out to be the best in this price range. Battery backup as promised and build quality is exceptional ! Go for it !",Palakkad,0,0,00:06:20.100000,0,positive,36
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Awesome,Love this....one of my fvrt...â£ï¸I used many wireless earphone but this was the bestThe sound quality was super and the bass is litðŸ’¥If u r song lover Don't think too much just buy it...,Shimla,0,0,00:06:20.100000,0,positive,34
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,"It was my first neckband and I had a very high expectations from this and it fulfilled almost every need of mine.its very convinient and has a great build quality and battery life is also very good few people don't buy it because of its brand ""realme"" as it is not a very old brand but trust me go for it",Greater Noida,0,0,00:06:20.100000,0,positive,61
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Excellent,"Just Dont take it! Cuz everyone on youtube are doing paid reviews for this! Bass is good but its completely not compatible for using with iphones .  low,mid tones are not sufficient like if you are using iphone then its completely not compatible with your phones just dont take it",Pimpri Chinchwad,0,1,00:06:20.100000,-1,negative,50
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Simply awesome,If I put this buds into my ear I feel like iam in heaven amazing âš¡??,Bhavani,0,0,00:06:20.100000,0,positive,16
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,This buds are awesome cool and fantastic. If you will see any earphone in this segment they are not feature full like this. Go with this buds they are good.,Ghazipur,0,0,00:06:20.100000,0,positive,30
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific,"I like the product quality. Sound especially the bass is ok not like Bose or Sony but good enough. IPX5 rating definitely like as I use it during exercise. Calls, no problem with quality or breakage. BT range is good.ConsLittle heavy. Also no multipoint to connected to more than 1 device. This important feature is lacking especially during working I am connected to my laptop and miss calls on my phone.",Nellore,0,0,00:06:20.100000,0,positive,71
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Great product,Iam using xperia handset and i really loved these realme wireless buds with it.Bass quality is top notch but the vocals was not up to the mark bcoz the bass was boosted here and the sound ðŸ”Š loudness is so grt that i can't hear it on full volume. Being a bass lover i loved it and the magnet off on system saves more battery hence making it so easy to use it. The play and pause buttons are bit confusing one as they are not much highly imprinted but it won't be a problem if we use daily.It's s...,Karad,0,0,00:06:20.100000,0,positive,100
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific purchase,Awesome earphones especially the bass is awesome and design and build quality is good.. Best for the price better than oneplus bullets wireless z,Mumbai,0,1,00:06:20.100000,-1,positive,24
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,"Amazing sound , just awesome , And very fast delivery thank you flipkart",Kolkata,0,0,00:06:20.100000,0,positive,13
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Good choice,Great .....super quality and good .... reasonable money ...and  Charging protection is less...means usb pin  protect not there ...and anyway good and better 4/5,Ranchi,0,0,00:06:20.100000,0,positive,24
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Really Nice,It is awesome the bass everything but it may lag if you play online games like pubg etc like 100ms oe .1s and if your device dosent have bluetooth 5.0 if not work at its full potential. And while calling it may lag if your phone is old.,Ludhiana,0,2,00:06:20.100000,-2,positive,48
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,Everything is excellent except call quality..Battery backup: 2 to 3 days(normal use) 1 and half day(heavy use)Sound quality: excellent sound quality. Bass is good.Design and build: Simple and decent design with good build quality.Call quality: Just average,Riico Industrial Area Khushkhera,0,0,00:06:20.100000,0,positive,37
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Worth the money,"Sound quality is very good. With a decent battery backup it is of course a good choice. Pros. 1. Great sound quality2. Battery backup3. Built4. ClarityCons1. Audio latency. Which affects me most.  It's not a true wireless earphone. It has a audio delay. Sometimes it's irritating. If you want to play games like pubg, don't even think about it.",Dehradun,0,0,00:06:20.100000,0,positive,59
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Good choice,So I have been using this headset for about 3 months now.I have purchased them mainly for workout. Even after being in contact with sweat for hours they work pretty well. Sound quality is fine not very good. In this range these buds are among the best. Battery life is pretty good and here it beats most of its competition.Easy pairing and magnetic off/on is a delight.,Krishnanagar,0,0,00:06:20.100000,0,positive,67
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Classy product,It is worth for money very good sound quality battery backup is excellent in this budget you don't get more than this really very good product,Ajmer,0,0,00:06:20.100000,0,positive,26
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Highly recommended,"It is amazing wireless bluetooth headset , very good features that realme is brought . Compared to samsung level u bluetooth headset realme is very good and battery backup is awesome and build quality also. I loved it.",Gandhinagar,0,0,00:06:20.100000,0,positive,38
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Good quality product,I love it's design and build quality battery performance is good but sound quality is not so good as expected overall best in price range,Ernakulam,0,0,00:06:20.100000,0,positive,25
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Really Nice,"Overall experience is good and decent , only for game lovers like Pubg and high end games there is a sound delay in the games. Rest all is good , thanks flipkart ðŸ‘ŠðŸ»ðŸ‘ðŸ»",Malappuram,0,0,00:06:20.100000,0,positive,34
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Awesome,It's very good I like it's colour very much it's a really very good product and it's bass quality is mind blowing sound quality is superb and battery backup is good it shape is very likely,Pathanamthitta District,0,0,00:06:20.100000,0,positive,36
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Brilliant,Sound quality is excellent. Build quality is also good.Bass is good but they should improve a bit.Clarity is just outstanding. Magnetic on/off operation is the standout feature.Overall it's the best bluetooth headset u can buy under 2000.,Ludhiana,0,0,00:06:20.100000,0,positive,37
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Wonderful,"Best for battery and sound could be enhanced , I've returned boat rockerz and ordered this but happy with this one for battery and sound is also best.",Dhanbad,0,0,00:06:20.100000,0,positive,28
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Worth every penny,"It's really superb , if the both weres r covered by a strong protection then it is more appreciated by people",Dehradun,0,0,00:06:20.100000,0,positive,21
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,"Best Earphones This Budget Sound Quality Awesome Good Build quality Flipkart delivered very quick within 2,3 daysCharged and Good battery backup Battery 10 hr continued plays PuBG, listening music, watching movie aslo All over Best Earphones",Kalol Gandhinagar District,0,0,00:06:20.100000,0,positive,36
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Wonderful,Mind-blowing sound quality. Super balanced sounds. I have a great experience with both songs and movies. Call quality is also decent. Thanks for making delivery possible in this Lockdown situation.,Sonipat,0,0,00:06:20.100000,0,positive,30
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Brilliant,"Writing this review after 5days... Well the built quality is just wow,  u will feel a premium neckband (only buds are made up of hard plastics ).. 1-Sound quality -Its crispy and loud with the 11mm drivers.. The bass is expected and the trebles are bit high (depending upon device)The vocals during call are excellent (u can easily talk while riding ur bike with a speed of 40km/h..Opponents never complained of sounds during heavy workout. 2-Battery life -Its just wow in this segment,  com...",Jaipur,0,1,00:06:20.100000,-1,positive,84
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Pretty good,Must buy product ! Itâ€™s very comfortable in the ear even if I wear it for long.Amazing sound quality and runs for 3 days without charging. Good battery backup.Design is perfect as sometimes you donâ€™t feel that headset is hanging in the neck.,Sonitpur District,0,0,00:06:20.100000,0,positive,43
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Worth the money,"Overall sound quality is good Design looking niceNeeds to be improvement for bass,not as  required but if u chnage your equalizer from your phone setting then u can feel the little bit improvement in bass",Berhampore,0,0,00:06:20.100000,0,positive,35
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Excellent,Awesome amazing product automatically generated And fastest delivery. Thank you flipcart.    Delivery man is so nice person thanks,Hyderabad,0,0,00:06:20.100000,0,positive,18
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Excellent,The audio clarity is good.If you want to have a good audio experience with normal bass than I will recommend to get this product.Mic is not efficient and people at other end find difficulties in listening.,Medinipur,0,0,00:06:20.100000,0,positive,36
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Super!,One of the best earbud. Sound is awesome and battery backup is too good... I loved it â¤ï¸...,Anjar,0,0,00:06:20.100000,0,positive,18
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Just wow!,Great purchase. Supremely good in battery backup of about 19 hrs on medium volume. 12 hours on full volume. High fidelity speaker drivers with rich sound. Worth the price. Just the silicone ear buds can be more soft according to me. Rugged built.,Mandi Govindgarh,0,1,00:06:20.100000,-1,positive,43
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Highly recommended,This is genuine product which I want to buy .Sound quality and bass is very very good .I have bought in 1799/- and I love this headset.,Bengaluru,0,0,00:06:20.100000,0,positive,27
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific,"I was looking for one with call quality and good sound this served my purpose, noise cancelation is good people on other end can hear you perfectly if you are looking for a earphone for music and especially calls, go for this one, its really a worthy purchase. I dont know about other realme products but this one really fit my tech needs thank you â¤",Noida,0,0,00:06:20.100000,0,positive,66
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Simply awesome,"Sound quality is good but clicking on the buttons is little bit unhappy. sometimes the middle button  can't work properly means we can't go for the next song it's pauses the song.we have to press slowly ,another problem is volume (+) button sometimes it's works sometimes not. That's it.It's worth for it's priceðŸ‘",Bengaluru,0,0,00:06:20.100000,0,negative,53
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Simply awesome,Best quality. SOUND is very clear and bass is awesome but battery backup is quite less than 12 hours. All over best product far better than boat rokerzz,Udaipur,0,0,00:06:20.100000,0,positive,28
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Really Nice,"Best sound quality ever heard from a Bluetooth earphone ,bass is incredibly good ,its not like other earphones which gives massive grr sound as bass this earphone gives the real bass",Muzaffarpur,0,0,00:06:20.100000,0,positive,31
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Value-for-money,Good battery packeup... Really like it... Good bass.... Love it,Kolkata,0,0,00:00:00,0,positive,10
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Pretty good,"11.2mm bass boost but bass is less than boat rokerz, other wise it's really amazing battery life good design",Kolkata,0,0,00:00:00,0,positive,19
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,"I have used many earphones but this is one of the best.  It's got amazing bass and the best feature is the auto switch off and on feature. when the earphones are joined together,  the earphones turn off and when they are separated,  the turn on.  This results in long battery life.  The only drawback is the call answer button.  It is not in the best position and you need to get used to it to answer any call quickly.",Kolkata,0,0,00:00:00,0,positive,80
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Delightful,1st of all this this is new company in India so I was worried and little bit careful before buying this .. But after seeing lots of videos and reviews on YouTube I bought this..And after using this for 2 weeks I can say this is just amazing when we talk about build quality and battery backup... I just loved itThis is best air buds at this price range... Just go for it,Indore,0,0,00:00:00,0,positive,73
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Wonderful,Need to improve Button position and response with sound or beep... Music control ... Ow awesome quality.. Better comfortability... Better Bass... All is good in this price....,New Delhi,0,0,00:00:00,0,positive,27
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,"Look wise loved it, overall good product , delivered in time.. Purchased 1 week ago working good...",Thane,0,0,00:00:00,0,positive,17
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Just wow!,amazing bass with clear sound quality .. and convenient to use with magnetic ends that enables the switching on anf off of Bluetooth....battery life is ok,Kolkata,0,1,00:00:00,-1,positive,26
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,Backup is very goodSound quality is very goodBass is not that refined but okay.Call quality is decent but battery drains faster while using at the time of calls.Rest all is very good at the price point.,Gurugram,0,0,00:00:00,0,positive,36
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,3,Good,"I received via Flipkart but warranty card is not available inside the box -....and one more thing wire length is too long and adjustable locking not in product ...clear sound , battery backup too good better Bluetooth connection compare to otheRS",Rajkot,0,0,00:00:00,0,positive,41
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Realme is very good. Just compare Boat as well..,I have Boat 255 Wireless also at home which my wife uses..So I will do a comparison between Realme Wireless and Boat Wireless 255Bass-                   Boat is more bass heavy and Realme is balanced sound. if you like bass heavy go for BoatLength of wire - Boat is 5-6 Cm longer wires. That difference is noticeable when you turn neck to sides. Maybe important to some people.Battery and usable hours - Realme wins this because of Magnetic on off functionality. Boat is max 6 hours. Realm...,Lucknow,0,0,00:00:00,0,positive,85
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Wonderful,I am using it since one month and my reviews arePros:1. Best Form Factor2. Light Weight3. Amazing Sound Quality4. Outstanding battery backup.5. Effortless Connectivity.Cons:Bass could be better.Overall most reliable and effective product delivered by Realme.,Kolkata,0,0,00:00:00,0,positive,35
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific purchase,"Worth of every penny spent....! 1. Battery backup is not less than 11hrs in any situation2. Bass is awesom if i compare this to giants like Boat, sony etc.3. Comfortable adjustment and best quality materials for neck design.4. Colour combination is also good but i would have preferred black wire instead of yellow in my model.",Palladam,0,0,00:00:00,0,positive,56
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Value-for-money,Nice earphones. Very good bass. The only con about this is it doesnt work well for calls. The person we are talking can hear our background sounds more than our own voice.,Thane,1,0,00:00:00,1,positive,32
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific purchase,Awesome headset. Great sound and battery quality. But can be better in longer distance connectivity. Still it manages well,Bengaluru,0,0,00:00:00,0,positive,19
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Fabulous!,I am very satisfied ðŸ˜Š with these earphones and I must say the sound quality is awesome & the quality of the product is excellent... I will recommend this to everyone... Guys go for it without hesitation.... You will not regret after buying these earphones ! ***** & Lastly Flipkart thanks for delivering my order before time !,Chennai,0,0,00:00:00,0,positive,58
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,This product is truly Amazing,The sound quality is so real that realme proved they nailed the market.thers are best wireless earphones under 3000.The bass is perfect the treble is perfect and connectivity is good with 12 hr + battery backup,Shahpur Betul District,0,0,00:00:00,0,positive,36
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Terrific,a super product...it is absolutely a thriller...bt design should be update...neck band design is very soft and good.bt wire is not in proper postion more hanging was there..position of wire should changed,Ballari,0,0,00:00:00,0,positive,32
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Awesome,Awesome super best Master blast made for brands Don't think about money just enjoy qulity,Bengaluru,0,0,00:00:00,0,positive,15
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Wonderful,"In first impressions you'll feel little bit less bass and low volume. But after 2-3 days you'll get use to it even max volume feels like more tha enough. And the best feature is that magnetic control, it instantly gets off and on and saves lot more battery.",Jammu,0,0,00:00:00,0,positive,48
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Fabulous!,"Definitely better than many others out in the market. The magnetic on/off technology is simply awesome and the time it takes to connect is easy. Awesome sound and bass, with great high and mid tones. Great clarity of call. No volume problems. Latency still exists for games. Nothing to do there. But overall, it is worth buying.",New Delhi,0,0,00:00:00,0,positive,57
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Wonderful,Nice purchase and not so much good in sound quality. Its decent and balanced sound.voice over phone calls are not petty  clear,Moradabad,0,0,00:00:00,0,negative,22
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Best in the market!,The best bluetooth neckband earphones I hve never seen .. The sound and bass is too good.. Coming to the battery back the battery back up is awesome and it lasts for 10 hrs. I'm so satisfied with this product.,Surat,0,0,00:00:00,0,positive,40
